PURCHASE#,CLIENT#,PER#,PAYMENTMETHOD,DELIVERYMETHOD,TOTALAMOUNT
1493,3573,1172,Credit Card,Mail,6.5
1494,2273,1173,Debit Card,Pick Up,6
1495,4386,1174,Credit Card,Pick Up,6
1496,4533,1175,Debit Card,Pick Up,6
1497,4206,1176,Debit Card,Mail,6.5
1498,3094,1177,Cash,Pick Up,6
1499,1554,1178,Cash,Pick Up,6
1500,1554,1178,Credit Card,Pick Up,6
1501,2739,1179,Debit Card,Pick Up,6
1502,2739,1179,Cash,Mail,6.5
1503,4202,1180,Debit Card,Mail,6.5
1504,4218,1181,Cash,Mail,6.5
1505,3863,1182,Credit Card,Pick Up,6
1506,3863,1182,Credit Card,Mail,6.5
1507,3262,1183,Credit Card,Mail,6.5
1508,4316,1184,Credit Card,Pick Up,6
1509,4037,1185,Credit Card,Mail,6.5
1510,4285,1186,Debit Card,Mail,6.5
1511,950,1187,Debit Card,Pick Up,6
1512,3533,1188,Debit Card,Pick Up,6
1513,885,1189,Debit Card,Mail,6.5
1514,885,1189,Cash,Pick Up,6
1515,1058,1190,Cash,Mail,6.5
1516,1058,1190,Debit Card,Mail,6.5
1517,476,1191,Debit Card,Pick Up,6
1518,241,1192,Cash,Mail,6.5
1519,3777,1193,Cash,Mail,6.5
1520,3777,1193,Debit Card,Pick Up,6
1521,321,1194,Debit Card,Mail,6.5
1522,590,1195,Debit Card,Pick Up,6
1523,2488,1196,Credit Card,Pick Up,6
1524,645,1197,Cash,Pick Up,6
1525,3869,1198,Cash,Pick Up,6
1526,2097,1199,Cash,Mail,6.5
1527,2181,1200,Cash,Pick Up,6
1528,2181,1200,Debit Card,Pick Up,6
1529,4714,1201,Cash,Pick Up,6
1530,4714,1201,Credit Card,Pick Up,6
1531,173,1202,Debit Card,Mail,6.5
1532,2409,1203,Debit Card,Mail,6.5
1533,302,1204,Credit Card,Mail,6.5
1534,302,1204,Credit Card,Pick Up,6
1535,1325,1205,Credit Card,Mail,6.5
1536,2240,1206,Credit Card,Pick Up,6
1537,353,1207,Debit Card,Pick Up,6
1538,2300,1208,Debit Card,Mail,6.5
1539,633,1209,Cash,Mail,6.5
1540,467,1210,Cash,Pick Up,6
1541,1802,1211,Credit Card,Pick Up,6
1542,1802,1211,Credit Card,Pick Up,6
1543,1905,1212,Debit Card,Mail,6.5
1544,1905,1212,Credit Card,Pick Up,6
1545,1034,1213,Debit Card,Mail,6.5
1546,1489,1214,Cash,Pick Up,6
1547,2124,1215,Cash,Pick Up,6
1548,2124,1215,Credit Card,Pick Up,6
1549,581,1216,Credit Card,Mail,6.5
1550,1083,1217,Cash,Mail,6.5
1551,2354,1218,Debit Card,Pick Up,6
1552,340,1219,Debit Card,Pick Up,6
1553,1581,1220,Credit Card,Pick Up,6
1554,1708,1221,Debit Card,Mail,6.5
1555,4212,1222,Credit Card,Mail,6.5
1556,4212,1222,Credit Card,Pick Up,6
1557,2704,1223,Debit Card,Mail,6.5
1558,2704,1223,Debit Card,Mail,6.5
1559,2793,1224,Cash,Mail,6.5
1560,3998,1225,Cash,Pick Up,6
1561,4447,1226,Debit Card,Mail,6.5
1562,4447,1226,Cash,Mail,6.5
1563,3630,1227,Cash,Pick Up,6
1564,730,1228,Cash,Pick Up,6
1565,4151,1229,Credit Card,Pick Up,6
1566,4865,1230,Cash,Mail,6.5
1567,4130,1231,Cash,Mail,6.5
1568,4203,1232,Cash,Mail,6.5
1569,2794,1233,Credit Card,Mail,6.5
1570,2794,1233,Cash,Mail,6.5
1571,2991,1234,Debit Card,Mail,6.5
1572,2991,1234,Cash,Mail,6.5
1573,2632,1235,Cash,Pick Up,6
1574,247,1236,Cash,Pick Up,6
1575,4577,1237,Debit Card,Mail,6.5
1576,4577,1237,Debit Card,Pick Up,6
1577,4051,1238,Cash,Mail,6.5
1578,2814,1239,Credit Card,Mail,6.5
1579,4707,1240,Credit Card,Pick Up,6
1580,3604,1241,Cash,Mail,6.5
1581,3756,1242,Cash,Mail,6.5
1582,3905,1243,Credit Card,Mail,6.5
1583,4150,1244,Debit Card,Pick Up,6
1584,4150,1244,Cash,Pick Up,6
1585,2296,1245,Credit Card,Mail,6.5
1586,2296,1245,Debit Card,Mail,6.5
1587,4617,1246,Credit Card,Mail,6.5
1588,4417,1247,Debit Card,Mail,6.5
1589,4084,1248,Debit Card,Pick Up,6
1590,4084,1248,Cash,Mail,6.5
1591,2745,1249,Debit Card,Mail,6.5
1592,4647,1250,Debit Card,Pick Up,6
1593,3522,1251,Cash,Pick Up,6
1594,2866,1252,Cash,Mail,6.5
1595,4211,1253,Debit Card,Mail,6.5
1596,3510,1254,Cash,Mail,6.5
1597,93,1255,Cash,Pick Up,6
1598,93,1255,Debit Card,Mail,6.5
1599,1660,1256,Cash,Mail,6.5
1600,1660,1256,Debit Card,Mail,6.5
1601,859,1257,Debit Card,Pick Up,6
1602,1525,1258,Debit Card,Pick Up,6
1603,1145,1259,Credit Card,Pick Up,6
1604,1145,1259,Credit Card,Pick Up,6
1605,890,1260,Credit Card,Mail,6.5
1606,2813,1261,Credit Card,Pick Up,6
1607,420,1262,Credit Card,Pick Up,6
1608,2908,1263,Debit Card,Pick Up,6
1609,2652,1264,Cash,Mail,6.5
1610,1709,1265,Debit Card,Pick Up,6
1611,1535,1266,Debit Card,Pick Up,6
1612,1535,1266,Cash,Pick Up,6
1613,957,1267,Credit Card,Mail,6.5
1614,957,1267,Credit Card,Pick Up,6
1615,1733,1268,Cash,Pick Up,6
1616,1005,1269,Cash,Pick Up,6
1617,1685,1270,Debit Card,Pick Up,6
1618,1685,1270,Cash,Pick Up,6
1619,744,1271,Cash,Pick Up,6
1620,1412,1272,Credit Card,Pick Up,6
1621,1811,1273,Cash,Mail,6.5
1622,4518,1274,Credit Card,Mail,6.5
1623,2522,1275,Credit Card,Mail,6.5
1624,2438,1276,Credit Card,Mail,6.5
1625,1534,1277,Debit Card,Mail,6.5
1626,1534,1277,Credit Card,Mail,6.5
1627,853,1278,Cash,Mail,6.5
1628,853,1278,Debit Card,Pick Up,6
1629,895,1279,Cash,Pick Up,6
1630,337,1280,Debit Card,Mail,6.5
1631,690,1281,Credit Card,Mail,6.5
1632,690,1281,Credit Card,Mail,6.5
1633,2115,1282,Cash,Pick Up,6
1634,144,1283,Debit Card,Pick Up,6
1635,2239,1284,Debit Card,Mail,6.5
1636,248,1285,Cash,Pick Up,6
1637,177,1286,Cash,Pick Up,6
1638,1023,1287,Credit Card,Mail,6.5
1639,2992,1288,Credit Card,Pick Up,6
1640,2992,1288,Cash,Pick Up,6
1641,4321,1289,Debit Card,Pick Up,6
1642,4321,1289,Debit Card,Mail,6.5
1643,3732,1290,Cash,Mail,6.5
1644,4578,1291,Cash,Mail,6.5
1645,3007,1292,Credit Card,Pick Up,6
1646,3007,1292,Credit Card,Mail,6.5
1647,4093,1293,Credit Card,Pick Up,6
1648,4218,1294,Cash,Mail,6.5
1649,4148,1295,Credit Card,Pick Up,6
1650,2787,1296,Credit Card,Pick Up,6
1651,3467,1297,Cash,Pick Up,6
1652,1292,1298,Credit Card,Pick Up,6
1653,2165,1299,Cash,Mail,6.5
1654,2165,1299,Debit Card,Pick Up,6
1655,3377,1300,Cash,Pick Up,6
1656,3377,1300,Debit Card,Pick Up,6
1657,2056,1301,Debit Card,Pick Up,6
1658,4575,1302,Debit Card,Mail,6.5
1659,4093,1303,Credit Card,Mail,6.5
1660,4093,1303,Debit Card,Pick Up,6
1661,4241,1304,Debit Card,Pick Up,6
1662,3593,1305,Debit Card,Pick Up,6
1663,3667,1306,Debit Card,Mail,6.5
1664,3327,1307,Cash,Pick Up,6
1665,3668,1308,Credit Card,Mail,6.5
1666,2956,1309,Credit Card,Pick Up,6
1667,4958,1310,Cash,Pick Up,6
1668,4958,1310,Credit Card,Mail,6.5
1669,3986,1311,Credit Card,Pick Up,6
1670,3986,1311,Credit Card,Mail,6.5
1671,4724,1312,Debit Card,Pick Up,6
1672,3798,1313,Cash,Mail,6.5
1673,3586,1314,Credit Card,Mail,6.5
1674,3586,1314,Credit Card,Pick Up,6
1675,2783,1315,Credit Card,Mail,6.5
1676,3645,1316,Credit Card,Mail,6.5
1677,3458,1317,Cash,Mail,6.5
1678,636,1318,Cash,Pick Up,6
1679,4093,1319,Debit Card,Pick Up,6
1680,1836,1320,Credit Card,Pick Up,6
1681,2179,1321,Debit Card,Pick Up,6
1682,2179,1321,Debit Card,Pick Up,6
1683,3535,1322,Cash,Pick Up,6
1684,3535,1322,Credit Card,Pick Up,6
1685,1743,1323,Credit Card,Pick Up,6
1686,2558,1324,Credit Card,Mail,6.5
1687,2404,1325,Credit Card,Mail,6.5
1688,2404,1325,Credit Card,Mail,6.5
1689,125,1326,Cash,Mail,6.5
1690,2296,1327,Credit Card,Mail,6.5
1691,269,1328,Debit Card,Mail,6.5
1692,1312,1329,Debit Card,Mail,6.5
1693,781,1330,Cash,Mail,6.5
1694,770,1331,Cash,Pick Up,6
1695,1579,1332,Debit Card,Mail,6.5
1696,1579,1332,Cash,Pick Up,6
1697,1876,1333,Cash,Pick Up,6
1698,1876,1333,Debit Card,Mail,6.5
1699,1699,1334,Debit Card,Pick Up,6
1700,1947,1335,Credit Card,Pick Up,6
1701,659,1336,Credit Card,Mail,6.5
1702,659,1336,Credit Card,Mail,6.5
1703,1790,1337,Debit Card,Pick Up,6
1704,1897,1338,Debit Card,Pick Up,6
1705,4977,1339,Cash,Pick Up,6
1706,2120,1340,Debit Card,Mail,6.5
1707,3533,1341,Debit Card,Pick Up,6
1708,588,1342,Cash,Mail,6.5
1709,2803,1343,Debit Card,Pick Up,6
1710,2803,1343,Debit Card,Mail,6.5
1711,696,1344,Cash,Pick Up,6
1712,696,1344,Cash,Mail,6.5
1713,619,1345,Credit Card,Pick Up,6
1714,4947,1346,Debit Card,Pick Up,6
1715,1857,1347,Debit Card,Mail,6.5
1716,1857,1347,Debit Card,Pick Up,6
1717,1118,1348,Credit Card,Pick Up,6
1718,2552,1349,Cash,Pick Up,6
1719,2455,1350,Credit Card,Mail,6.5
1720,110,1351,Cash,Pick Up,6
1721,207,1352,Credit Card,Mail,6.5
1722,1210,1353,Cash,Mail,6.5
1723,4154,1354,Cash,Mail,6.5
1724,4154,1354,Credit Card,Pick Up,6
1725,3199,1355,Credit Card,Mail,6.5
1726,3199,1355,Cash,Mail,6.5
1727,4412,1356,Cash,Pick Up,6
1728,3073,1357,Credit Card,Mail,6.5
1729,4574,1358,Debit Card,Pick Up,6
1730,4574,1358,Cash,Mail,6.5
1731,3074,1359,Debit Card,Pick Up,6
1732,3913,1360,Debit Card,Pick Up,6
1733,4282,1361,Cash,Pick Up,6
1734,4229,1362,Debit Card,Mail,6.5
1735,4116,1363,Cash,Pick Up,6
1736,2944,1364,Credit Card,Mail,6.5
1737,3117,1365,Credit Card,Pick Up,6
1738,3117,1365,Credit Card,Mail,6.5
1739,4936,1366,Credit Card,Mail,6.5
1740,4936,1366,Cash,Mail,6.5
1741,4070,1367,Cash,Pick Up,6
1742,2744,1368,Cash,Mail,6.5
1743,1632,1369,Credit Card,Pick Up,6
1744,1632,1369,Credit Card,Pick Up,6
1745,4709,1370,Cash,Mail,6.5
1746,4144,1371,Credit Card,Pick Up,6
1747,4797,1372,Cash,Pick Up,6
1748,3206,1373,Cash,Pick Up,6
1749,3083,1374,Cash,Mail,6.5
1750,4054,1375,Cash,Mail,6.5
1751,4630,1376,Cash,Mail,6.5
1752,4630,1376,Credit Card,Pick Up,6
1753,2809,1377,Debit Card,Pick Up,6
1754,2809,1377,Debit Card,Pick Up,6
1755,3519,1378,Cash,Mail,6.5
1756,2983,1379,Credit Card,Mail,6.5
1757,4878,1380,Credit Card,Pick Up,6
1758,4878,1380,Debit Card,Mail,6.5
1759,2620,1381,Credit Card,Pick Up,6
1760,2464,1382,Debit Card,Mail,6.5
1761,2902,1383,Debit Card,Pick Up,6
1762,4171,1384,Debit Card,Pick Up,6
1763,4630,1385,Cash,Pick Up,6
1764,3004,1386,Cash,Mail,6.5
1765,565,1387,Credit Card,Pick Up,6
1766,565,1387,Credit Card,Mail,6.5
1767,1085,1388,Cash,Mail,6.5
1768,1085,1388,Cash,Mail,6.5
1769,1596,1389,Credit Card,Pick Up,6
1770,1146,1390,Cash,Mail,6.5
1771,2181,1391,Debit Card,Pick Up,6
1772,2181,1391,Cash,Mail,6.5
1773,1670,1392,Debit Card,Pick Up,6
1774,635,1393,Debit Card,Mail,6.5
1775,1510,1394,Credit Card,Mail,6.5
1776,1285,1395,Debit Card,Mail,6.5
1777,1658,1396,Cash,Mail,6.5
1778,1185,1397,Credit Card,Pick Up,6
1779,2647,1398,Credit Card,Mail,6.5
1780,2647,1398,Cash,Mail,6.5
1781,3593,1399,Credit Card,Mail,6.5
1782,3593,1399,Cash,Pick Up,6
1783,151,1400,Cash,Pick Up,6
1784,407,1401,Credit Card,Pick Up,6
1785,1758,1402,Debit Card,Pick Up,6
1786,1758,1402,Credit Card,Pick Up,6
1787,2252,1403,Cash,Pick Up,6
1788,290,1404,Debit Card,Pick Up,6
1789,426,1405,Debit Card,Mail,6.5
1790,225,1406,Debit Card,Pick Up,6
1791,2020,1407,Credit Card,Pick Up,6
1792,1584,1408,Cash,Pick Up,6
1793,1349,1409,Cash,Mail,6.5
1794,1349,1409,Debit Card,Mail,6.5
1795,405,1410,Credit Card,Mail,6.5
1796,405,1410,Credit Card,Pick Up,6
1797,1275,1411,Debit Card,Pick Up,6
1798,936,1412,Cash,Mail,6.5
1799,521,1413,Cash,Mail,6.5
1800,521,1413,Cash,Mail,6.5
1801,2271,1414,Debit Card,Mail,6.5
1802,2483,1415,Debit Card,Pick Up,6
1803,584,1416,Debit Card,Pick Up,6
1804,1476,1417,Credit Card,Pick Up,6
1805,580,1418,Debit Card,Mail,6.5
1806,1256,1419,Cash,Mail,6.5
1807,2676,1420,Credit Card,Mail,6.5
1808,2676,1420,Cash,Mail,6.5
1809,4421,1421,Credit Card,Mail,6.5
1810,4421,1421,Cash,Mail,6.5
1811,3619,1422,Credit Card,Pick Up,6
1812,3007,1423,Debit Card,Mail,6.5
1813,3161,1424,Credit Card,Pick Up,6
1814,3161,1424,Debit Card,Pick Up,6
1815,3062,1425,Credit Card,Pick Up,6
1816,3250,1426,Cash,Mail,6.5
1817,4386,1427,Credit Card,Pick Up,6
1818,3906,1428,Credit Card,Pick Up,6
1819,4968,1429,Cash,Mail,6.5
1820,4356,1430,Debit Card,Pick Up,6
1821,3424,1431,Debit Card,Mail,6.5
1822,3424,1431,Cash,Mail,6.5
1823,3514,1432,Cash,Pick Up,6
1824,3514,1432,Debit Card,Pick Up,6
1825,2709,1433,Cash,Mail,6.5
1826,4907,1434,Cash,Mail,6.5
1827,2835,1435,Debit Card,Mail,6.5
1828,2835,1435,Debit Card,Mail,6.5
1829,1832,1436,Cash,Pick Up,6
1830,4044,1437,Cash,Pick Up,6
1831,4423,1438,Debit Card,Pick Up,6
1832,919,1439,Cash,Pick Up,6
1833,4882,1440,Credit Card,Mail,6.5
1834,3825,1441,Cash,Pick Up,6
1835,3351,1442,Credit Card,Mail,6.5
1836,3351,1442,Debit Card,Mail,6.5
1837,4669,1443,Credit Card,Mail,6.5
1838,4669,1443,Cash,Mail,6.5
1839,3175,1444,Credit Card,Pick Up,6
1840,3123,1445,Cash,Mail,6.5
1841,4598,1446,Cash,Pick Up,6
1842,4598,1446,Cash,Pick Up,6
1843,4509,1447,Cash,Mail,6.5
1844,3596,1448,Cash,Mail,6.5
1845,2794,1449,Credit Card,Pick Up,6
1846,3758,1450,Credit Card,Pick Up,6
1847,2978,1451,Credit Card,Pick Up,6
1848,3483,1452,Cash,Pick Up,6
1849,1947,1453,Debit Card,Pick Up,6
1850,1947,1453,Debit Card,Mail,6.5
1851,4129,1454,Credit Card,Pick Up,6
1852,4129,1454,Debit Card,Pick Up,6
1853,4791,1455,Debit Card,Mail,6.5
1854,1783,1456,Debit Card,Mail,6.5
1855,1002,1457,Debit Card,Pick Up,6
1856,1002,1457,Cash,Pick Up,6
1857,2448,1458,Credit Card,Pick Up,6
1858,176,1459,Credit Card,Pick Up,6
1859,672,1460,Credit Card,Mail,6.5
1860,2075,1461,Cash,Pick Up,6
1861,2814,1462,Credit Card,Mail,6.5
1862,813,1463,Cash,Pick Up,6
1863,2037,1464,Cash,Pick Up,6
1864,2037,1464,Debit Card,Mail,6.5
1865,3720,1465,Debit Card,Pick Up,6
1866,3720,1465,Cash,Pick Up,6
1867,600,1466,Debit Card,Mail,6.5
1868,1154,1467,Cash,Mail,6.5
1869,2166,1468,Credit Card,Mail,6.5
1870,2166,1468,Debit Card,Mail,6.5
1871,4834,1469,Debit Card,Pick Up,6
1872,2132,1470,Cash,Pick Up,6
1873,775,1471,Cash,Pick Up,6
1874,1306,1472,Credit Card,Mail,6.5
1875,1915,1473,Credit Card,Mail,6.5
1876,211,1474,Cash,Pick Up,6
1877,176,1475,Credit Card,Pick Up,6
1878,176,1475,Credit Card,Pick Up,6
1879,1054,1476,Cash,Mail,6.5
1880,1054,1476,Cash,Pick Up,6
1881,2118,1477,Debit Card,Pick Up,6
1882,3886,1478,Credit Card,Mail,6.5
1883,1925,1479,Debit Card,Mail,6.5
1884,1925,1479,Debit Card,Pick Up,6
1885,106,1480,Cash,Pick Up,6
1886,1569,1481,Debit Card,Pick Up,6
1887,667,1482,Credit Card,Pick Up,6
1888,752,1483,Debit Card,Pick Up,6
1889,2577,1484,Cash,Pick Up,6
1890,1884,1485,Credit Card,Pick Up,6
1891,1594,1486,Credit Card,Pick Up,6
1892,1594,1486,Cash,Mail,6.5
1893,3005,1487,Credit Card,Mail,6.5
1894,3005,1487,Credit Card,Mail,6.5
1895,3452,1488,Credit Card,Pick Up,6
1896,2956,1489,Credit Card,Pick Up,6
1897,3677,1490,Cash,Mail,6.5
1898,3677,1490,Debit Card,Pick Up,6
1899,4838,1491,Cash,Pick Up,6
1900,2603,1492,Credit Card,Pick Up,6
1901,4220,1493,Debit Card,Pick Up,6
1902,3031,1494,Credit Card,Mail,6.5
1903,3584,1495,Debit Card,Pick Up,6
1904,2705,1496,Credit Card,Mail,6.5
1905,4884,1497,Credit Card,Mail,6.5
1906,4884,1497,Debit Card,Mail,6.5
1907,4825,1498,Credit Card,Mail,6.5
1908,4825,1498,Credit Card,Pick Up,6
1909,3752,1499,Credit Card,Pick Up,6
1910,4702,1500,Credit Card,Pick Up,6
1911,3061,1501,Credit Card,Pick Up,6
1912,3061,1501,Debit Card,Pick Up,6
1913,4687,1502,Cash,Pick Up,6
1914,3060,1503,Debit Card,Mail,6.5
1915,3675,1504,Cash,Mail,6.5
1916,4950,1505,Credit Card,Mail,6.5
1917,4466,1506,Credit Card,Pick Up,6
1918,4323,1507,Credit Card,Pick Up,6
1919,4323,1508,Cash,Pick Up,6
1920,4323,1508,Debit Card,Mail,6.5
1921,2646,1509,Debit Card,Pick Up,6
1922,2646,1509,Cash,Pick Up,6
1923,4109,1510,Debit Card,Pick Up,6
1924,161,1511,Credit Card,Mail,6.5
1925,4900,1512,Cash,Pick Up,6
1926,4900,1512,Credit Card,Mail,6.5
1927,4912,1513,Cash,Pick Up,6
1928,4081,1514,Credit Card,Pick Up,6
1929,3321,1515,Cash,Pick Up,6
1930,3021,1516,Credit Card,Mail,6.5
1931,4855,1517,Debit Card,Pick Up,6
1932,3935,1518,Cash,Mail,6.5
1933,1853,1519,Debit Card,Pick Up,6
1934,1853,1519,Debit Card,Pick Up,6
1935,1870,1520,Debit Card,Mail,6.5
1936,1870,1520,Debit Card,Mail,6.5
1937,3920,1521,Cash,Mail,6.5
1938,2001,1522,Cash,Pick Up,6
1939,1946,1523,Credit Card,Mail,6.5
1940,1946,1523,Debit Card,Pick Up,6
1941,856,1524,Credit Card,Pick Up,6
1942,1630,1525,Credit Card,Mail,6.5
1943,3843,1526,Debit Card,Pick Up,6
1944,4222,1527,Credit Card,Mail,6.5
1945,2310,1528,Credit Card,Mail,6.5
1946,655,1529,Credit Card,Pick Up,6
1947,4309,1530,Debit Card,Pick Up,6
1948,4309,1530,Cash,Pick Up,6
1949,1612,1531,Debit Card,Mail,6.5
1950,1612,1531,Cash,Mail,6.5
1951,2370,1532,Debit Card,Mail,6.5
1952,140,1533,Cash,Mail,6.5
1953,1926,1534,Credit Card,Mail,6.5
1954,1926,1534,Cash,Pick Up,6
1955,2369,1535,Credit Card,Pick Up,6
1956,1022,1536,Cash,Pick Up,6
1957,3230,1537,Debit Card,Pick Up,6
1958,616,1538,Debit Card,Pick Up,6
1959,772,1539,Cash,Pick Up,6
1960,835,1540,Credit Card,Mail,6.5
1961,1700,1541,Cash,Mail,6.5
1962,1700,1541,Cash,Mail,6.5
1963,1762,1542,Cash,Mail,6.5
1964,1762,1542,Debit Card,Pick Up,6
1965,1153,1543,Cash,Mail,6.5
1966,2167,1544,Debit Card,Mail,6.5
1967,4805,1545,Debit Card,Mail,6.5
1968,4805,1545,Debit Card,Mail,6.5
1969,2137,1546,Credit Card,Pick Up,6
1970,1818,1547,Debit Card,Mail,6.5
1971,189,1548,Cash,Mail,6.5
1972,1060,1549,Credit Card,Pick Up,6
1973,1581,1550,Debit Card,Mail,6.5
1974,967,1551,Cash,Pick Up,6
1975,4069,1552,Cash,Mail,6.5
1976,4069,1552,Credit Card,Mail,6.5
1977,1223,1553,Debit Card,Pick Up,6
1978,1223,1553,Credit Card,Mail,6.5
1979,4908,1554,Debit Card,Pick Up,6
1980,2969,1555,Cash,Mail,6.5
1981,2756,1556,Debit Card,Mail,6.5
1982,2756,1556,Credit Card,Pick Up,6
1983,2645,1557,Cash,Pick Up,6
1984,4627,1558,Debit Card,Mail,6.5
1985,4364,1559,Cash,Mail,6.5
1986,4258,1560,Credit Card,Pick Up,6
1987,3679,1561,Cash,Pick Up,6
1988,4570,1562,Cash,Pick Up,6
1989,2816,1563,Debit Card,Mail,6.5
1990,2816,1563,Credit Card,Pick Up,6
1991,3190,1564,Credit Card,Mail,6.5
1992,3190,1564,Credit Card,Mail,6.5
1993,3755,1565,Debit Card,Pick Up,6
1994,3353,1566,Cash,Pick Up,6
1995,3479,1567,Cash,Pick Up,6
1996,3479,1567,Cash,Mail,6.5
1997,2843,1568,Credit Card,Mail,6.5
1998,1359,1569,Credit Card,Pick Up,6
2593,3211,2037,Cash,Pick Up,6
2594,3211,2037,Credit Card,Mail,6.5
2595,4040,2038,Debit Card,Pick Up,6
2596,2864,2039,Debit Card,Pick Up,6
2597,4378,2040,Debit Card,Mail,6.5
2598,4378,2040,Debit Card,Pick Up,6
2599,4858,2041,Cash,Mail,6.5
2600,3445,2042,Debit Card,Pick Up,6
2601,2917,2043,Credit Card,Mail,6.5
2602,3049,2044,Debit Card,Mail,6.5
2603,3383,2045,Debit Card,Pick Up,6
2604,4707,2046,Debit Card,Pick Up,6
2605,1224,2047,Credit Card,Mail,6.5
2606,1224,2047,Cash,Pick Up,6
2607,1582,2048,Credit Card,Mail,6.5
2608,1582,2048,Credit Card,Mail,6.5
2609,163,2049,Credit Card,Mail,6.5
2610,2039,2050,Debit Card,Pick Up,6
2611,599,2051,Credit Card,Pick Up,6
2612,599,2051,Cash,Pick Up,6
2613,1070,2052,Credit Card,Pick Up,6
2614,2191,2053,Cash,Pick Up,6
2615,1068,2054,Debit Card,Pick Up,6
2616,2782,2055,Cash,Pick Up,6
2617,1154,2056,Debit Card,Pick Up,6
2618,959,2057,Cash,Mail,6.5
2619,2135,2058,Credit Card,Pick Up,6
2620,2135,2058,Credit Card,Pick Up,6
2621,4226,2059,Cash,Mail,6.5
2622,4226,2059,Credit Card,Mail,6.5
2623,3291,2060,Credit Card,Pick Up,6
2624,2346,2061,Debit Card,Pick Up,6
2625,2229,2062,Credit Card,Pick Up,6
2626,2229,2062,Debit Card,Mail,6.5
2627,1773,2063,Debit Card,Pick Up,6
2628,1232,2064,Cash,Mail,6.5
2629,1728,2065,Credit Card,Pick Up,6
2630,897,2066,Cash,Pick Up,6
2631,180,2067,Cash,Pick Up,6
2632,363,2068,Cash,Mail,6.5
2633,1287,2069,Cash,Pick Up,6
2634,1287,2069,Credit Card,Mail,6.5
2635,2099,2070,Credit Card,Pick Up,6
2636,2099,2070,Credit Card,Mail,6.5
2637,699,2071,Debit Card,Mail,6.5
2638,1247,2072,Debit Card,Pick Up,6
2639,1568,2073,Cash,Mail,6.5
2640,1568,2073,Cash,Mail,6.5
2641,1042,2074,Credit Card,Mail,6.5
2642,1425,2075,Credit Card,Mail,6.5
2643,4876,2076,Credit Card,Pick Up,6
2644,4770,2077,Cash,Pick Up,6
2645,1702,2078,Cash,Mail,6.5
2646,1221,2079,Debit Card,Pick Up,6
2647,906,2080,Debit Card,Pick Up,6
2648,906,2080,Credit Card,Pick Up,6
2649,2899,2081,Credit Card,Pick Up,6
2650,2899,2081,Debit Card,Mail,6.5
2651,3729,2082,Credit Card,Pick Up,6
2652,2792,2083,Debit Card,Mail,6.5
2653,4471,2084,Cash,Mail,6.5
2654,4471,2084,Cash,Mail,6.5
2655,2932,2085,Debit Card,Pick Up,6
2656,3745,2086,Debit Card,Pick Up,6
2657,4105,2087,Cash,Mail,6.5
2658,2384,2088,Credit Card,Mail,6.5
2659,4042,2089,Credit Card,Pick Up,6
2660,4475,2090,Debit Card,Pick Up,6
2661,3403,2091,Credit Card,Mail,6.5
2662,3403,2091,Debit Card,Pick Up,6
2663,3475,2092,Debit Card,Mail,6.5
2664,3475,2092,Cash,Pick Up,6
2665,3318,2093,Debit Card,Mail,6.5
2666,3554,2094,Cash,Pick Up,6
2667,993,2095,Debit Card,Pick Up,6
2668,993,2095,Debit Card,Mail,6.5
2669,4413,2096,Debit Card,Pick Up,6
2670,3935,2097,Cash,Pick Up,6
2671,4809,2098,Cash,Mail,6.5
2672,4764,2099,Credit Card,Pick Up,6
2673,4308,2100,Cash,Pick Up,6
2674,4144,2101,Cash,Pick Up,6
2675,2172,2102,Debit Card,Pick Up,6
2676,2172,2102,Debit Card,Pick Up,6
2677,2827,2103,Debit Card,Mail,6.5
2678,2827,2103,Cash,Mail,6.5
2679,3379,2104,Debit Card,Pick Up,6
2680,3349,2105,Debit Card,Pick Up,6
2681,4834,2106,Credit Card,Mail,6.5
2682,4834,2106,Credit Card,Pick Up,6
2683,3795,2107,Cash,Pick Up,6
2684,3866,2108,Credit Card,Mail,6.5
2685,3953,2109,Cash,Pick Up,6
2686,781,2110,Cash,Mail,6.5
2687,2968,2111,Debit Card,Pick Up,6
2688,1734,2112,Debit Card,Mail,6.5
2689,4722,2113,Debit Card,Mail,6.5
2690,4722,2113,Credit Card,Mail,6.5
2691,1765,2114,Credit Card,Mail,6.5
2692,1765,2114,Cash,Mail,6.5
2693,1640,2115,Cash,Mail,6.5
2694,1621,2116,Credit Card,Pick Up,6
2695,2112,2117,Credit Card,Mail,6.5
2696,2112,2117,Debit Card,Mail,6.5
2697,834,2118,Credit Card,Mail,6.5
2698,2535,2119,Cash,Mail,6.5
2699,188,2120,Cash,Mail,6.5
2700,810,2121,Cash,Pick Up,6
2701,2561,2122,Debit Card,Mail,6.5
2702,2717,2123,Cash,Pick Up,6
2703,2449,2124,Debit Card,Mail,6.5
2704,2449,2124,Debit Card,Mail,6.5
2705,1471,2125,Debit Card,Pick Up,6
2706,1471,2125,Cash,Mail,6.5
2707,681,2126,Debit Card,Pick Up,6
2708,824,2127,Credit Card,Pick Up,6
2709,821,2128,Debit Card,Pick Up,6
2710,821,2128,Credit Card,Pick Up,6
2711,2401,2129,Cash,Mail,6.5
2712,2510,2130,Credit Card,Mail,6.5
2713,560,2131,Credit Card,Pick Up,6
2714,2092,2132,Credit Card,Pick Up,6
2715,93,2133,Cash,Pick Up,6
