PER#,P#,THEATRE#,PDATE,PHOUR,PMINUTE,COMMENTS
1387,22,1,27-JUL-18,19,30,Normal evening time
1388,22,1,28-JUL-18,19,30,Normal evening time
1389,22,1,29-JUL-18,19,30,Normal evening time
1390,22,1,29-JUL-18,14,30,Normal day time
1391,22,1,30-JUL-18,19,30,Normal evening time
1392,22,1,31-JUL-18,19,30,Normal evening time
1393,22,1,31-JUL-18,14,30,Normal day time
1394,22,1,01-AUG-18,19,30,Normal evening time
1395,22,1,01-AUG-18,14,30,Normal day time
1396,22,1,02-AUG-18,18,45,Earlier start evening
1397,22,1,02-AUG-18,14,0,Earlier start day time
1398,23,2,27-JUL-18,19,30,Normal evening time
1399,23,2,28-JUL-18,19,30,Normal evening time
1400,23,2,29-JUL-18,19,30,Normal evening time
1401,23,2,29-JUL-18,14,30,Normal day time
1402,23,2,30-JUL-18,19,30,Normal evening time
1403,23,2,31-JUL-18,19,30,Normal evening time
1404,23,2,31-JUL-18,14,30,Normal day time
1405,23,2,01-AUG-18,19,30,Normal evening time
1406,23,2,01-AUG-18,14,30,Normal day time
1407,23,2,02-AUG-18,18,45,Earlier start evening
1408,23,2,02-AUG-18,14,0,Earlier start day time
1409,24,3,27-JUL-18,19,30,Normal evening time
1410,24,3,28-JUL-18,19,30,Normal evening time
1411,24,3,29-JUL-18,19,30,Normal evening time
1412,24,3,29-JUL-18,14,30,Normal day time
1413,24,3,30-JUL-18,19,30,Normal evening time
1414,24,3,31-JUL-18,19,30,Normal evening time
1415,24,3,31-JUL-18,14,30,Normal day time
1416,24,3,01-AUG-18,19,30,Normal evening time
1417,24,3,01-AUG-18,14,30,Normal day time
1418,24,3,02-AUG-18,18,45,Earlier start evening
1419,24,3,02-AUG-18,14,0,Earlier start day time
1420,25,4,27-JUL-18,19,30,Normal evening time
1421,25,4,28-JUL-18,19,30,Normal evening time
1422,25,4,29-JUL-18,19,30,Normal evening time
1423,25,4,29-JUL-18,14,30,Normal day time
1424,25,4,30-JUL-18,19,30,Normal evening time
1425,25,4,31-JUL-18,19,30,Normal evening time
1426,25,4,31-JUL-18,14,30,Normal day time
1427,25,4,01-AUG-18,19,30,Normal evening time
1428,25,4,01-AUG-18,14,30,Normal day time
1429,25,4,02-AUG-18,18,45,Earlier start evening
1430,25,4,02-AUG-18,14,0,Earlier start day time
1431,26,5,27-JUL-18,19,30,Normal evening time
1432,26,5,28-JUL-18,19,30,Normal evening time
1433,26,5,29-JUL-18,19,30,Normal evening time
1434,26,5,29-JUL-18,14,30,Normal day time
1435,26,5,30-JUL-18,19,30,Normal evening time
1436,26,5,31-JUL-18,19,30,Normal evening time
1437,26,5,31-JUL-18,14,30,Normal day time
1438,26,5,01-AUG-18,19,30,Normal evening time
1439,26,5,01-AUG-18,14,30,Normal day time
1440,26,5,02-AUG-18,18,45,Earlier start evening
1441,26,5,02-AUG-18,14,0,Earlier start day time
1442,14,6,27-JUL-18,19,30,Normal evening time
1443,14,6,28-JUL-18,19,30,Normal evening time
1444,14,6,29-JUL-18,19,30,Normal evening time
1445,14,6,29-JUL-18,14,30,Normal day time
1446,14,6,30-JUL-18,19,30,Normal evening time
1447,14,6,31-JUL-18,19,30,Normal evening time
1448,14,6,31-JUL-18,14,30,Normal day time
1449,14,6,01-AUG-18,19,30,Normal evening time
1450,14,6,01-AUG-18,14,30,Normal day time
1451,14,6,02-AUG-18,18,45,Earlier start evening
1452,14,6,02-AUG-18,14,0,Earlier start day time
1453,23,1,03-AUG-18,19,30,Normal evening time
1454,23,1,04-AUG-18,19,30,Normal evening time
1455,23,1,05-AUG-18,19,30,Normal evening time
1456,23,1,05-AUG-18,14,30,Normal day time
1457,23,1,06-AUG-18,19,30,Normal evening time
1458,23,1,07-AUG-18,19,30,Normal evening time
1459,23,1,07-AUG-18,14,30,Normal day time
1460,23,1,08-AUG-18,19,30,Normal evening time
1461,23,1,08-AUG-18,14,30,Normal day time
1462,23,1,09-AUG-18,18,45,Earlier start evening
1463,23,1,09-AUG-18,14,0,Earlier start day time
1464,24,2,03-AUG-18,19,30,Normal evening time
1465,24,2,04-AUG-18,19,30,Normal evening time
1466,24,2,05-AUG-18,19,30,Normal evening time
1467,24,2,05-AUG-18,14,30,Normal day time
1468,24,2,06-AUG-18,19,30,Normal evening time
1469,24,2,07-AUG-18,19,30,Normal evening time
1470,24,2,07-AUG-18,14,30,Normal day time
1471,24,2,08-AUG-18,19,30,Normal evening time
1472,24,2,08-AUG-18,14,30,Normal day time
1473,24,2,09-AUG-18,18,45,Earlier start evening
1474,24,2,09-AUG-18,14,0,Earlier start day time
1475,25,3,03-AUG-18,19,30,Normal evening time
1476,25,3,04-AUG-18,19,30,Normal evening time
1477,25,3,05-AUG-18,19,30,Normal evening time
1478,25,3,05-AUG-18,14,30,Normal day time
1479,25,3,06-AUG-18,19,30,Normal evening time
1480,25,3,07-AUG-18,19,30,Normal evening time
1481,25,3,07-AUG-18,14,30,Normal day time
1482,25,3,08-AUG-18,19,30,Normal evening time
1483,25,3,08-AUG-18,14,30,Normal day time
1484,25,3,09-AUG-18,18,45,Earlier start evening
1485,25,3,09-AUG-18,14,0,Earlier start day time
1486,26,4,03-AUG-18,19,30,Normal evening time
1487,26,4,04-AUG-18,19,30,Normal evening time
1488,26,4,05-AUG-18,19,30,Normal evening time
1489,26,4,05-AUG-18,14,30,Normal day time
1490,26,4,06-AUG-18,19,30,Normal evening time
1491,26,4,07-AUG-18,19,30,Normal evening time
1492,26,4,07-AUG-18,14,30,Normal day time
1493,26,4,08-AUG-18,19,30,Normal evening time
1494,26,4,08-AUG-18,14,30,Normal day time
1495,26,4,09-AUG-18,18,45,Earlier start evening
1496,26,4,09-AUG-18,14,0,Earlier start day time
1497,14,5,03-AUG-18,19,30,Normal evening time
1498,14,5,04-AUG-18,19,30,Normal evening time
1499,14,5,05-AUG-18,19,30,Normal evening time
1500,14,5,05-AUG-18,14,30,Normal day time
1501,14,5,06-AUG-18,19,30,Normal evening time
1502,14,5,07-AUG-18,19,30,Normal evening time
1953,33,4,25-SEP-18,19,30,Normal evening time
1954,33,4,25-SEP-18,14,30,Normal day time
1955,33,4,26-SEP-18,19,30,Normal evening time
1956,33,4,26-SEP-18,14,30,Normal day time
1957,33,4,27-SEP-18,18,45,Earlier start evening
1958,33,4,27-SEP-18,14,0,Earlier start day time
1959,34,5,21-SEP-18,19,30,Normal evening time
1960,34,5,22-SEP-18,19,30,Normal evening time
1961,34,5,23-SEP-18,19,30,Normal evening time
1962,34,5,23-SEP-18,14,30,Normal day time
1963,34,5,24-SEP-18,19,30,Normal evening time
1964,34,5,25-SEP-18,19,30,Normal evening time
1965,34,5,25-SEP-18,14,30,Normal day time
1966,34,5,26-SEP-18,19,30,Normal evening time
1967,34,5,26-SEP-18,14,30,Normal day time
1968,34,5,27-SEP-18,18,45,Earlier start evening
1969,34,5,27-SEP-18,14,0,Earlier start day time
1970,35,6,21-SEP-18,19,30,Normal evening time
1971,35,6,22-SEP-18,19,30,Normal evening time
1972,35,6,23-SEP-18,19,30,Normal evening time
1973,35,6,23-SEP-18,14,30,Normal day time
1974,35,6,24-SEP-18,19,30,Normal evening time
1975,35,6,25-SEP-18,19,30,Normal evening time
1976,35,6,25-SEP-18,14,30,Normal day time
1977,35,6,26-SEP-18,19,30,Normal evening time
1978,35,6,26-SEP-18,14,30,Normal day time
1979,35,6,27-SEP-18,18,45,Earlier start evening
1980,35,6,27-SEP-18,14,0,Earlier start day time
1981,31,1,28-SEP-18,19,30,Normal evening time
1982,31,1,29-SEP-18,19,30,Normal evening time
1983,31,1,30-SEP-18,19,30,Normal evening time
1984,31,1,30-SEP-18,14,30,Normal day time
1985,31,1,01-OCT-18,19,30,Normal evening time
1986,31,1,02-OCT-18,19,30,Normal evening time
1987,31,1,02-OCT-18,14,30,Normal day time
1988,31,1,03-OCT-18,19,30,Normal evening time
1989,31,1,03-OCT-18,14,30,Normal day time
1990,31,1,04-OCT-18,18,45,Earlier start evening
1991,31,1,04-OCT-18,14,0,Earlier start day time
1992,32,2,28-SEP-18,19,30,Normal evening time
1993,32,2,29-SEP-18,19,30,Normal evening time
1994,32,2,30-SEP-18,19,30,Normal evening time
1995,32,2,30-SEP-18,14,30,Normal day time
1996,32,2,01-OCT-18,19,30,Normal evening time
1997,32,2,02-OCT-18,19,30,Normal evening time
1998,32,2,02-OCT-18,14,30,Normal day time
1999,32,2,03-OCT-18,19,30,Normal evening time
2000,32,2,03-OCT-18,14,30,Normal day time
2001,32,2,04-OCT-18,18,45,Earlier start evening
2002,32,2,04-OCT-18,14,0,Earlier start day time
2003,33,3,28-SEP-18,19,30,Normal evening time
2004,33,3,29-SEP-18,19,30,Normal evening time
2005,33,3,30-SEP-18,19,30,Normal evening time
2006,33,3,30-SEP-18,14,30,Normal day time
2007,33,3,01-OCT-18,19,30,Normal evening time
2008,33,3,02-OCT-18,19,30,Normal evening time
2009,33,3,02-OCT-18,14,30,Normal day time
2010,33,3,03-OCT-18,19,30,Normal evening time
2011,33,3,03-OCT-18,14,30,Normal day time
2012,33,3,04-OCT-18,18,45,Earlier start evening
2013,33,3,04-OCT-18,14,0,Earlier start day time
2014,34,4,28-SEP-18,19,30,Normal evening time
2015,34,4,29-SEP-18,19,30,Normal evening time
2016,34,4,30-SEP-18,19,30,Normal evening time
2017,34,4,30-SEP-18,14,30,Normal day time
2018,34,4,01-OCT-18,19,30,Normal evening time
2019,34,4,02-OCT-18,19,30,Normal evening time
2020,34,4,02-OCT-18,14,30,Normal day time
2021,34,4,03-OCT-18,19,30,Normal evening time
2022,34,4,03-OCT-18,14,30,Normal day time
2023,34,4,04-OCT-18,18,45,Earlier start evening
2024,34,4,04-OCT-18,14,0,Earlier start day time
2025,35,5,28-SEP-18,19,30,Normal evening time
2026,35,5,29-SEP-18,19,30,Normal evening time
2027,35,5,30-SEP-18,19,30,Normal evening time
2028,35,5,30-SEP-18,14,30,Normal day time
2029,35,5,01-OCT-18,19,30,Normal evening time
2030,35,5,02-OCT-18,19,30,Normal evening time
2031,35,5,02-OCT-18,14,30,Normal day time
2032,35,5,03-OCT-18,19,30,Normal evening time
2033,35,5,03-OCT-18,14,30,Normal day time
2034,35,5,04-OCT-18,18,45,Earlier start evening
2035,35,5,04-OCT-18,14,0,Earlier start day time
2036,36,6,28-SEP-18,19,30,Normal evening time
2037,36,6,29-SEP-18,19,30,Normal evening time
2038,36,6,30-SEP-18,19,30,Normal evening time
2039,36,6,30-SEP-18,14,30,Normal day time
2040,36,6,01-OCT-18,19,30,Normal evening time
2041,36,6,02-OCT-18,19,30,Normal evening time
2042,36,6,02-OCT-18,14,30,Normal day time
2043,36,6,03-OCT-18,19,30,Normal evening time
2044,36,6,03-OCT-18,14,30,Normal day time
2045,36,6,04-OCT-18,18,45,Earlier start evening
2046,36,6,04-OCT-18,14,0,Earlier start day time
2047,32,1,05-OCT-18,19,30,Normal evening time
2048,32,1,06-OCT-18,19,30,Normal evening time
2049,32,1,07-OCT-18,19,30,Normal evening time
2050,32,1,07-OCT-18,14,30,Normal day time
2051,32,1,08-OCT-18,19,30,Normal evening time
2052,32,1,09-OCT-18,19,30,Normal evening time
2053,32,1,09-OCT-18,14,30,Normal day time
2054,32,1,10-OCT-18,19,30,Normal evening time
2055,32,1,10-OCT-18,14,30,Normal day time
2056,32,1,11-OCT-18,18,45,Earlier start evening
2057,32,1,11-OCT-18,14,0,Earlier start day time
2058,33,2,05-OCT-18,19,30,Normal evening time
2059,33,2,06-OCT-18,19,30,Normal evening time
2060,33,2,07-OCT-18,19,30,Normal evening time
2061,33,2,07-OCT-18,14,30,Normal day time
2062,33,2,08-OCT-18,19,30,Normal evening time
2063,33,2,09-OCT-18,19,30,Normal evening time
2064,33,2,09-OCT-18,14,30,Normal day time
2065,33,2,10-OCT-18,19,30,Normal evening time
2066,33,2,10-OCT-18,14,30,Normal day time
2067,33,2,11-OCT-18,18,45,Earlier start evening
2068,33,2,11-OCT-18,14,0,Earlier start day time
2069,34,3,05-OCT-18,19,30,Normal evening time
2070,34,3,06-OCT-18,19,30,Normal evening time
2071,34,3,07-OCT-18,19,30,Normal evening time
2072,34,3,07-OCT-18,14,30,Normal day time
2073,34,3,08-OCT-18,19,30,Normal evening time
2074,34,3,09-OCT-18,19,30,Normal evening time
2075,34,3,09-OCT-18,14,30,Normal day time
2076,34,3,10-OCT-18,19,30,Normal evening time
2077,34,3,10-OCT-18,14,30,Normal day time
2078,34,3,11-OCT-18,18,45,Earlier start evening
2079,34,3,11-OCT-18,14,0,Earlier start day time
2080,35,4,05-OCT-18,19,30,Normal evening time
2081,35,4,06-OCT-18,19,30,Normal evening time
2082,35,4,07-OCT-18,19,30,Normal evening time
2083,35,4,07-OCT-18,14,30,Normal day time
2084,35,4,08-OCT-18,19,30,Normal evening time
2085,35,4,09-OCT-18,19,30,Normal evening time
2086,35,4,09-OCT-18,14,30,Normal day time
2087,35,4,10-OCT-18,19,30,Normal evening time
2088,35,4,10-OCT-18,14,30,Normal day time
2089,35,4,11-OCT-18,18,45,Earlier start evening
2090,35,4,11-OCT-18,14,0,Earlier start day time
2091,36,5,05-OCT-18,19,30,Normal evening time
2092,36,5,06-OCT-18,19,30,Normal evening time
2093,36,5,07-OCT-18,19,30,Normal evening time
2094,36,5,07-OCT-18,14,30,Normal day time
2095,36,5,08-OCT-18,19,30,Normal evening time
2096,36,5,09-OCT-18,19,30,Normal evening time
2097,36,5,09-OCT-18,14,30,Normal day time
2098,36,5,10-OCT-18,19,30,Normal evening time
2099,36,5,10-OCT-18,14,30,Normal day time
2100,36,5,11-OCT-18,18,45,Earlier start evening
2101,36,5,11-OCT-18,14,0,Earlier start day time
2102,37,6,05-OCT-18,19,30,Normal evening time
2853,45,2,31-MAR-19,14,30,Normal day time
2854,45,2,01-APR-19,19,30,Normal evening time
2855,45,2,02-APR-19,19,30,Normal evening time
2856,45,2,02-APR-19,14,30,Normal day time
2857,45,2,03-APR-19,19,30,Normal evening time
2858,45,2,03-APR-19,14,30,Normal day time
2859,45,2,04-APR-19,18,45,Earlier start evening
2860,45,2,04-APR-19,14,0,Earlier start day time
2861,46,3,29-MAR-19,19,30,Normal evening time
2862,46,3,30-MAR-19,19,30,Normal evening time
2863,46,3,31-MAR-19,19,30,Normal evening time
2864,46,3,31-MAR-19,14,30,Normal day time
2865,46,3,01-APR-19,19,30,Normal evening time
2866,46,3,02-APR-19,19,30,Normal evening time
2867,46,3,02-APR-19,14,30,Normal day time
2868,46,3,03-APR-19,19,30,Normal evening time
2869,46,3,03-APR-19,14,30,Normal day time
2870,46,3,04-APR-19,18,45,Earlier start evening
2871,46,3,04-APR-19,14,0,Earlier start day time
2872,47,4,29-MAR-19,19,30,Normal evening time
2873,47,4,30-MAR-19,19,30,Normal evening time
2874,47,4,31-MAR-19,19,30,Normal evening time
2875,47,4,31-MAR-19,14,30,Normal day time
2876,47,4,01-APR-19,19,30,Normal evening time
2877,47,4,02-APR-19,19,30,Normal evening time
2878,47,4,02-APR-19,14,30,Normal day time
2879,47,4,03-APR-19,19,30,Normal evening time
2880,47,4,03-APR-19,14,30,Normal day time
2881,47,4,04-APR-19,18,45,Earlier start evening
2882,47,4,04-APR-19,14,0,Earlier start day time
2883,48,5,29-MAR-19,19,30,Normal evening time
2884,48,5,30-MAR-19,19,30,Normal evening time
2885,48,5,31-MAR-19,19,30,Normal evening time
2886,48,5,31-MAR-19,14,30,Normal day time
2887,48,5,01-APR-19,19,30,Normal evening time
2888,48,5,02-APR-19,19,30,Normal evening time
2889,48,5,02-APR-19,14,30,Normal day time
2890,48,5,03-APR-19,19,30,Normal evening time
2891,48,5,03-APR-19,14,30,Normal day time
2892,48,5,04-APR-19,18,45,Earlier start evening
2893,48,5,04-APR-19,14,0,Earlier start day time
2894,49,6,29-MAR-19,19,30,Normal evening time
2895,49,6,30-MAR-19,19,30,Normal evening time
2896,49,6,31-MAR-19,19,30,Normal evening time
2897,49,6,31-MAR-19,14,30,Normal day time
2898,49,6,01-APR-19,19,30,Normal evening time
2899,49,6,02-APR-19,19,30,Normal evening time
2900,49,6,02-APR-19,14,30,Normal day time
2901,49,6,03-APR-19,19,30,Normal evening time
2902,49,6,03-APR-19,14,30,Normal day time
2903,49,6,04-APR-19,18,45,Earlier start evening
2904,49,6,04-APR-19,14,0,Earlier start day time
2905,45,1,05-APR-19,19,30,Normal evening time
2906,45,1,06-APR-19,19,30,Normal evening time
2907,45,1,07-APR-19,19,30,Normal evening time
2908,45,1,07-APR-19,14,30,Normal day time
2909,45,1,08-APR-19,19,30,Normal evening time
2910,45,1,09-APR-19,19,30,Normal evening time
2911,45,1,09-APR-19,14,30,Normal day time
2912,45,1,10-APR-19,19,30,Normal evening time
2913,45,1,10-APR-19,14,30,Normal day time
2914,45,1,11-APR-19,18,45,Earlier start evening
2915,45,1,11-APR-19,14,0,Earlier start day time
2916,46,2,05-APR-19,19,30,Normal evening time
2917,46,2,06-APR-19,19,30,Normal evening time
2918,46,2,07-APR-19,19,30,Normal evening time
2919,46,2,07-APR-19,14,30,Normal day time
2920,46,2,08-APR-19,19,30,Normal evening time
2921,46,2,09-APR-19,19,30,Normal evening time
2922,46,2,09-APR-19,14,30,Normal day time
2923,46,2,10-APR-19,19,30,Normal evening time
2924,46,2,10-APR-19,14,30,Normal day time
2925,46,2,11-APR-19,18,45,Earlier start evening
2926,46,2,11-APR-19,14,0,Earlier start day time
2927,47,3,05-APR-19,19,30,Normal evening time
2928,47,3,06-APR-19,19,30,Normal evening time
2929,47,3,07-APR-19,19,30,Normal evening time
2930,47,3,07-APR-19,14,30,Normal day time
2931,47,3,08-APR-19,19,30,Normal evening time
2932,47,3,09-APR-19,19,30,Normal evening time
2933,47,3,09-APR-19,14,30,Normal day time
2934,47,3,10-APR-19,19,30,Normal evening time
2935,47,3,10-APR-19,14,30,Normal day time
2936,47,3,11-APR-19,18,45,Earlier start evening
2937,47,3,11-APR-19,14,0,Earlier start day time
2938,48,4,05-APR-19,19,30,Normal evening time
2939,48,4,06-APR-19,19,30,Normal evening time
2940,48,4,07-APR-19,19,30,Normal evening time
2941,48,4,07-APR-19,14,30,Normal day time
2942,48,4,08-APR-19,19,30,Normal evening time
2943,48,4,09-APR-19,19,30,Normal evening time
2944,48,4,09-APR-19,14,30,Normal day time
2945,48,4,10-APR-19,19,30,Normal evening time
2946,48,4,10-APR-19,14,30,Normal day time
2947,48,4,11-APR-19,18,45,Earlier start evening
2948,48,4,11-APR-19,14,0,Earlier start day time
2949,49,5,05-APR-19,19,30,Normal evening time
2950,49,5,06-APR-19,19,30,Normal evening time
2951,49,5,07-APR-19,19,30,Normal evening time
2952,49,5,07-APR-19,14,30,Normal day time
2953,49,5,08-APR-19,19,30,Normal evening time
2954,49,5,09-APR-19,19,30,Normal evening time
2955,49,5,09-APR-19,14,30,Normal day time
2956,49,5,10-APR-19,19,30,Normal evening time
2957,49,5,10-APR-19,14,30,Normal day time
2958,49,5,11-APR-19,18,45,Earlier start evening
2959,49,5,11-APR-19,14,0,Earlier start day time
2960,50,6,05-APR-19,19,30,Normal evening time
2961,50,6,06-APR-19,19,30,Normal evening time
2962,50,6,07-APR-19,19,30,Normal evening time
2963,50,6,07-APR-19,14,30,Normal day time
2964,50,6,08-APR-19,19,30,Normal evening time
2965,50,6,09-APR-19,19,30,Normal evening time
2966,50,6,09-APR-19,14,30,Normal day time
2967,50,6,10-APR-19,19,30,Normal evening time
2968,50,6,10-APR-19,14,30,Normal day time
2969,50,6,11-APR-19,18,45,Earlier start evening
2970,50,6,11-APR-19,14,0,Earlier start day time
2971,46,1,12-APR-19,19,30,Normal evening time
2972,46,1,13-APR-19,19,30,Normal evening time
2973,46,1,14-APR-19,19,30,Normal evening time
2974,46,1,14-APR-19,14,30,Normal day time
2975,46,1,15-APR-19,19,30,Normal evening time
2976,46,1,16-APR-19,19,30,Normal evening time
2977,46,1,16-APR-19,14,30,Normal day time
2978,46,1,17-APR-19,19,30,Normal evening time
2979,46,1,17-APR-19,14,30,Normal day time
2980,46,1,18-APR-19,18,45,Earlier start evening
2981,46,1,18-APR-19,14,0,Earlier start day time
2982,47,2,12-APR-19,19,30,Normal evening time
2983,47,2,13-APR-19,19,30,Normal evening time
2984,47,2,14-APR-19,19,30,Normal evening time
2985,47,2,14-APR-19,14,30,Normal day time
2986,47,2,15-APR-19,19,30,Normal evening time
2987,47,2,16-APR-19,19,30,Normal evening time
2988,47,2,16-APR-19,14,30,Normal day time
2989,47,2,17-APR-19,19,30,Normal evening time
2990,47,2,17-APR-19,14,30,Normal day time
2991,47,2,18-APR-19,18,45,Earlier start evening
2992,47,2,18-APR-19,14,0,Earlier start day time
2993,48,3,12-APR-19,19,30,Normal evening time
2994,48,3,13-APR-19,19,30,Normal evening time
2995,48,3,14-APR-19,19,30,Normal evening time
2996,48,3,14-APR-19,14,30,Normal day time
2997,48,3,15-APR-19,19,30,Normal evening time
2998,48,3,16-APR-19,19,30,Normal evening time
2999,48,3,16-APR-19,14,30,Normal day time
3000,48,3,17-APR-19,19,30,Normal evening time
3001,48,3,17-APR-19,14,30,Normal day time
3002,48,3,18-APR-19,18,45,Earlier start evening
2103,37,6,06-OCT-18,19,30,Normal evening time
2104,37,6,07-OCT-18,19,30,Normal evening time
2105,37,6,07-OCT-18,14,30,Normal day time
2106,37,6,08-OCT-18,19,30,Normal evening time
2107,37,6,09-OCT-18,19,30,Normal evening time
2108,37,6,09-OCT-18,14,30,Normal day time
2109,37,6,10-OCT-18,19,30,Normal evening time
2110,37,6,10-OCT-18,14,30,Normal day time
2111,37,6,11-OCT-18,18,45,Earlier start evening
2112,37,6,11-OCT-18,14,0,Earlier start day time
2113,33,1,12-OCT-18,19,30,Normal evening time
2114,33,1,13-OCT-18,19,30,Normal evening time
2115,33,1,14-OCT-18,19,30,Normal evening time
2116,33,1,14-OCT-18,14,30,Normal day time
2117,33,1,15-OCT-18,19,30,Normal evening time
2118,33,1,16-OCT-18,19,30,Normal evening time
2119,33,1,16-OCT-18,14,30,Normal day time
2120,33,1,17-OCT-18,19,30,Normal evening time
2121,33,1,17-OCT-18,14,30,Normal day time
2122,33,1,18-OCT-18,18,45,Earlier start evening
2123,33,1,18-OCT-18,14,0,Earlier start day time
2124,34,2,12-OCT-18,19,30,Normal evening time
2125,34,2,13-OCT-18,19,30,Normal evening time
2126,34,2,14-OCT-18,19,30,Normal evening time
2127,34,2,14-OCT-18,14,30,Normal day time
2128,34,2,15-OCT-18,19,30,Normal evening time
2129,34,2,16-OCT-18,19,30,Normal evening time
2130,34,2,16-OCT-18,14,30,Normal day time
2131,34,2,17-OCT-18,19,30,Normal evening time
2132,34,2,17-OCT-18,14,30,Normal day time
2133,34,2,18-OCT-18,18,45,Earlier start evening
2134,34,2,18-OCT-18,14,0,Earlier start day time
2135,35,3,12-OCT-18,19,30,Normal evening time
2136,35,3,13-OCT-18,19,30,Normal evening time
2137,35,3,14-OCT-18,19,30,Normal evening time
2138,35,3,14-OCT-18,14,30,Normal day time
2139,35,3,15-OCT-18,19,30,Normal evening time
2140,35,3,16-OCT-18,19,30,Normal evening time
